Gene	count_concord	unique_hg38	unique_hg19
ASIC4	96	0	0
ASIC5	68	0	0
ASIP	22	0	0
ASL	83	0	0
ASNS	57	0	0
ASNSD1	43	0	0
ASPA	35	0	0
ASPDH	50	0	0
ASPG	137	0	0
ASPH	157	0	0
ASPHD1	28	0	0
ASPHD2	29	0	0
ASPM	300	0	0
ASPN	32	0	0
ASPRV1	30	0	0
ASPSCR1	154	0	0
ASRGL1	48	0	0
ASS1	111	0	0
ASTE1	30	0	0
ASTL	61	0	0
ASTN1	143	0	0
ASTN2	177	0	0
ASXL1	109	0	0
ASXL2	79	0	0
ASXL3	137	0	0
ASZ1	39	0	0
ATAD1	29	0	0
ATAD2	158	1	0
ATAD2B	140	0	0
ATAD3A	275	0	0
ATAD3B	253	0	0
ATAD3C	175	0	0
ATAD5	144	0	0
ATAT1	60	0	0
ATCAY	14	0	0
ATE1	74	0	0
ATE1-AS1	2	0	0
ATF1	26	0	0
ATF2	54	0	0
ATF3	28	0	0
ATF4	40	0	0
ATF5	27	0	0
ATF6	74	0	0
ATF6B	86	0	0
ATF7	31	0	0
ATF7IP	81	0	0
ATF7IP2	91	0	0
ATG10	31	0	0
ATG101	19	0	0
ATG12	48	0	0
ATG13	75	0	0
ATG14	60	0	0
ATG16L1	94	0	0
ATG16L2	85	0	0
ATG2A	250	0	0
ATG2B	248	0	0
ATG3	41	0	0
ATG4B	138	0	0
ATG4C	53	0	0
ATG4D	58	0	0
ATG5	27	0	0
ATG7	81	0	0
ATG9A	79	0	0
ATG9B	134	0	2
ATIC	119	0	0
ATL1	51	0	0
ATL2	97	0	0
ATL3	62	0	0
ATM	331	0	0
ATMIN	50	0	0
ATN1	99	0	0
ATOH1	47	0	0
ATOH7	16	0	0
ATOH8	39	0	0
ATOX1	15	0	0
ATP10A	211	0	0
ATP10B	190	0	0
ATP10D	156	0	0
ATP11A	257	0	0
ATP11AUN	17	0	0
ATP11B	105	0	0
ATP12A	145	0	0
ATP13A1	148	0	0
ATP13A2	190	0	0
ATP13A3	134	0	0
ATP13A4	165	0	0
ATP13A4-AS1	7	0	0
ATP13A5	170	0	0
ATP13A5-AS1	12	0	0
ATP1A1	69	0	0
ATP1A1-AS1	56	0	0
ATP1A2	148	0	0
ATP1A3	125	0	0
ATP1A4	180	0	0
ATP1B1	40	0	0
ATP1B2	44	0	0
ATP1B3	37	0	0
ATP23	25	0	0
ATP2A1	130	0	0
ATP2A1-AS1	8	0	0
ATP2A2	103	0	0
ATP2A3	194	0	0
ATP2B1	77	0	0
ATP2B2	202	0	0
ATP2B4	144	0	0
ATP2C1	95	0	0
ATP2C2	281	0	0
ATP2C2-AS1	67	0	0
ATP4A	138	0	0
ATP4B	78	0	0
ATP6AP1L	25	0	0
ATP6V0A1	94	0	0
ATP6V0A2	110	0	0
ATP6V0A4	130	0	0
ATP6V0B	27	0	0
ATP6V0C	26	0	0
ATP6V0D1	28	0	0
ATP6V0D2	55	0	0
ATP6V0E1	13	0	0
ATP6V0E2	46	0	0
ATP6V1A	65	0	0
ATP6V1B1	89	0	0
ATP6V1B1-AS1	7	0	0
ATP6V1B2	78	0	0
ATP6V1C1	45	0	0
ATP6V1C2	99	0	0
ATP6V1D	40	0	0
ATP6V1E1	50	0	0
ATP6V1E2	23	0	0
ATP6V1F	16	0	0
ATP6V1G1	15	0	0
ATP6V1G2	2	0	0
ATP6V1G2-DDX39B	74	2	0
ATP6V1G3	24	0	0
ATP6V1H	51	0	0
ATP7B	181	0	0
ATP8A1	169	0	0
ATP8A2	196	0	0
ATP8B1	126	0	0
ATP8B2	141	0	0
ATP8B3	255	1	0
ATP8B4	171	0	0
ATP9A	176	0	0
ATP9B	191	0	0
ATPAF1	39	0	0
ATPAF2	45	0	0
ATR	272	0	0
ATRAID	39	0	0
ATRIP	83	0	0
ATRN	165	0	0
ATRNL1	133	1	1
ATXN1	71	0	0
ATXN10	90	0	0
ATXN1L	117	0	0
ATXN2	84	0	0
ATXN2L	143	0	0
ATXN3	57	0	0
ATXN7	103	0	0
ATXN7L1	94	0	0
ATXN7L2	62	0	0
ATXN7L3	69	0	0
ATXN7L3B	80	0	0
ATXN8OS	61	0	0
AUH	44	0	0
AUNIP	31	0	0
AUP1	50	0	0
AURKA	45	0	0
AURKAIP1	29	0	0
AURKB	51	0	0
AURKC	52	0	0
AUTS2	156	0	0
AVEN	50	0	1
AVIL	87	0	0
AVL9	84	0	0
AVP	15	0	0
AVPI1	24	0	0
AVPR1A	36	0	0
AVPR1B	41	0	0
AXDND1	174	0	0
AXIN1	138	0	0
AXIN2	107	0	0
AXL	136	0	0
AZGP1	37	0	0
AZI2	21	0	0
AZIN1	51	0	0
AZIN2	69	0	0
AZU1	57	0	0
B2M	14	0	0
B3GALNT1	10	0	0
B3GALNT2	59	0	0
B3GALT1	13	0	0
B3GALT2	16	0	0
B3GALT4	18	0	0
B3GALT5	57	0	0
B3GALT5-AS1	35	0	0
B3GALT6	56	0	0
B3GAT1	33	0	0
B3GAT2	32	0	0
B3GAT3	31	0	0
B3GLCT	93	0	0
B3GNT2	48	0	0
B3GNT3	25	0	0
B3GNT4	57	0	0
B3GNT5	53	0	0
B3GNT6	25	0	3
B3GNT7	54	0	0
B3GNT8	38	0	0
B3GNT9	14	0	0
B3GNTL1	116	0	0
B4GALNT1	63	0	0
B4GALNT2	81	0	0
B4GALNT3	171	0	0
B4GALNT4	159	0	0
B4GALT1	31	0	0
B4GALT1-AS1	11	0	0
B4GALT2	53	0	0
B4GALT3	35	0	0
B4GALT4	32	0	0
B4GALT4-AS1	8	0	0
B4GALT5	61	0	0
B4GALT6	51	0	0
B4GALT7	49	0	0
B4GAT1	18	0	0
B9D1	39	0	0
B9D2	28	0	0
BAALC	12	0	0
BAALC-AS2	5	0	0
BAAT	37	0	0
BABAM1	47	0	0
BABAM2	48	0	0
BACE1	46	0	0
BACE1-AS	5	0	0
BACE2	59	0	0
BACH1	52	0	0
BACH1-IT2	6	0	0
BACH2	56	0	0
BAD	27	0	0
BAG1	34	0	0
BAG2	24	0	0
BAG3	63	0	0
BAG4	23	0	0
BAG5	28	0	0
BAG6	115	0	0
BAGE2	20	0	1
BAHCC1	394	0	0
BAHD1	61	0	0
BAIAP2	187	0	0
BAIAP2L1	128	0	0
BAIAP2L2	88	0	1
BAIAP3	264	0	0
BAK1	25	0	0
BAMBI	25	0	0
BANF1	15	0	0
BANF2	25	0	0
BANK1	105	0	0
BANP	118	0	0
BAP1	92	0	0
BARD1	107	0	0
BARHL1	19	0	0
BARHL2	31	0	0
BARX1	25	0	0
BARX2	24	0	0
BASP1	47	0	0
BATF	11	0	0
BATF2	31	0	0
BATF3	13	0	0
BAX	21	0	0
BAZ1A	110	0	0
BAZ1B	86	0	0
BAZ2A	139	0	0
BAZ2B	189	0	0
BBC3	27	0	0
BBOF1	73	0	0
BBOX1	21	0	0
BBOX1-AS1	26	0	0
BBS1	92	0	0
BBS10	44	0	0
BBS12	67	0	0
BBS2	101	0	0
BBS4	87	0	0
BBS5	43	0	0
BBS7	78	0	0
BBS9	148	0	0
BBX	112	0	0
BCAM	126	0	0
BCAN	92	0	0
BCAP29	55	0	0
BCAR1	119	0	0
BCAR3	86	0	0
BCAS1	105	0	0
BCAS2	27	0	0
BCAS3	89	0	0
BCAS4	43	0	0
BCAT1	83	0	0
BCAT2	62	0	0
BCCIP	63	0	0
BCDIN3D	26	0	0
BCDIN3D-AS1	1	0	0
BCHE	37	0	0
BCKDHA	89	0	0
BCKDHB	80	0	0
BCKDK	52	0	0
BCL10	21	0	0
BCL11A	35	0	0
BCL11B	57	0	0
BCL2	19	0	0
BCL2A1	23	0	0
BCL2L1	2	0	0
BCL2L10	28	0	0
BCL2L11	50	0	0
BCL2L12	53	0	0
BCL2L13	42	0	0
BCL2L14	38	0	0
BCL2L15	9	0	0
BCL2L2	14	0	0
BCL2L2-PABPN1	37	0	0
BCL3	57	0	0
BCL6	31	0	0
BCL6B	51	0	0
BCL7A	31	0	0
BCL7B	23	0	0
BCL7C	13	0	0
BCL9	84	2	2
BCL9L	115	0	0
BCLAF1	66	0	0
BCO1	103	0	0
BCO2	63	0	0
BCR	246	2	1
BCS1L	36	0	0
BDH1	33	0	0
BDH2	45	0	0
BDKRB1	33	0	0
BDKRB2	36	0	0
BDNF	21	0	0
BDNF-AS	35	0	0
BDP1	243	0	0
BEAN1	55	0	0
BEAN1-AS1	2	0	0
BECN1	47	0	0
BEGAIN	59	0	0
BEND3	52	0	0
BEND4	33	0	0
BEND5	41	0	0
BEND6	22	0	0
BEND7	59	0	0
BEST1	89	0	0
BEST2	62	0	0
BEST3	74	0	0
BEST4	31	0	0
BET1	11	0	0
BET1L	24	0	0
BFAR	45	0	0
BFSP1	79	0	0
BFSP2	24	0	0
BFSP2-AS1	26	0	0
BGLAP	23	0	0
BHLHA15	24	0	0
BHLHA9	6	0	0
BHLHE22	36	0	0
BHLHE23	21	0	0
BHLHE40	31	0	0
BHLHE40-AS1	9	0	0
BHLHE41	24	0	0
BHMT	43	0	0
BHMT2	49	0	0
BICC1	125	0	0
BICD1	56	0	0
BICD2	95	0	0
BICDL1	50	0	0
BICDL2	63	0	1
BICRA	152	0	0
BICRAL	78	0	0
BID	61	0	0
BIK	38	0	0
BIN1	157	0	0
BIN2	49	0	0
BIN3	75	0	0
BIRC2	31	0	0
BIRC3	48	0	0
BIRC5	28	0	0
BIRC6	425	0	0
BIRC7	86	0	0
BIRC8	60	0	0
BIVM	42	0	0
BIVM-ERCC5	167	0	0
BLACAT1	4	0	0
BLACE	56	0	0
BLCAP	25	0	0
BLID	3	0	0
BLK	116	0	0
BLM	139	0	0
BLMH	47	0	0
BLNK	91	0	0
BLOC1S1	9	0	0
BLOC1S2	22	0	0
BLOC1S3	65	0	0
BLOC1S4	40	0	0
BLOC1S5	7	0	0
BLOC1S5-TXNDC5	46	0	0
BLOC1S6	30	0	0
BLVRA	33	0	0
BLVRB	44	0	0
BLZF1	39	0	0
BMF	15	0	0
BMI1	39	0	0
BMP1	173	0	0
BMP10	25	0	0
BMP2	31	0	0
BMP2K	123	0	0
BMP3	37	0	0
BMP4	22	0	0
BMP5	41	0	0
BMP6	57	0	0
BMP7	64	0	0
BMP8A	49	0	0
BMP8B	56	0	0
BMPER	125	0	0
BMPR1A	64	0	0
BMPR1B	60	0	0
BMPR2	67	0	0
BMS1	121	0	0
BMS1P4	1	0	0
BMT2	26	0	0
BNC1	47	0	0
BNC2	105	0	0
BNIP1	39	0	0
BNIP2	80	0	0
BNIP3	33	0	0
BNIP3L	31	0	0
BNIPL	58	0	0
BOC	158	0	0
BOD1	17	5	0
BOD1L1	213	0	0
BOK	42	0	0
BOLA1	15	0	0
BOLA3	12	0	0
BOLL	38	0	0
BOP1	17	112	0
BORA	63	0	0
BORCS5	31	0	0
BORCS6	41	0	0
BORCS7	9	0	0
BORCS7-ASMT	45	0	0
BORCS8	31	0	0
BORCS8-MEF2B	74	0	0
BPGM	11	0	0
BPHL	70	0	0
BPI	144	0	0
BPIFA1	45	0	0
BPIFA2	54	0	0
BPIFA3	61	0	0
BPIFB1	96	0	0
BPIFB2	109	0	0
BPIFB3	133	0	0
BPIFB4	133	0	0
BPIFB6	105	0	0
BPIFC	77	0	0
BPNT1	14	0	0
BPTF	209	0	0
BRAF	87	1	0
BRAP	59	0	0
BRAT1	172	0	0
BRCA1	142	0	0
BRCA2	227	0	0
BRD1	158	1	0
BRD2	150	0	0
BRD3	133	0	0
BRD4	154	0	0
BRD7	95	0	0
BRD8	122	0	0
BRD9	135	0	0
BRDT	87	0	1
BRF1	139	0	0
BRF2	44	0	0
BRI3	19	0	0
BRI3BP	19	0	0
BRICD5	68	0	0
BRINP1	54	0	0
BRINP2	57	0	0
BRINP3	38	0	0
BRIP1	88	0	0
BRIX1	43	0	0
BRK1	10	0	0
BRMS1	54	0	0
BRMS1L	35	0	0
BROX	48	0	0
BRPF1	69	0	0
BRPF3	74	0	0
BRSK1	135	0	0
BRSK2	183	0	0
BRWD1	256	0	0
BSCL2	20	0	0
BSDC1	62	0	0
BSG	135	0	0
BSN	204	0	0
BSND	45	0	0
BSPH1	30	0	0
BSPRY	47	0	0
BST1	54	0	0
BST2	20	0	0
BSX	20	0	0
BTAF1	178	0	0
BTBD1	35	0	0
BTBD10	29	0	0
BTBD11	128	0	0
BTBD16	105	0	0
BTBD17	33	0	0
BTBD18	30	0	0
BTBD19	35	0	0
BTBD2	77	0	0
BTBD3	28	0	0
BTBD6	44	0	0
BTBD7	79	0	0
BTBD8	50	0	0
BTBD9	37	0	0
BTC	20	0	0
BTD	54	0	0
BTF3	29	0	0
BTF3L4	21	0	0
BTF3P11	5	0	0
BTG1	15	0	0
BTG2	19	0	0
BTG3	26	0	0
BTG4	34	0	0
BTLA	20	0	0
BTN1A1	43	0	0
BTN2A1	69	0	0
BTN2A2	68	0	0
BTN2A3P	62	0	0
BTN3A1	67	0	0
BTN3A2	57	0	0
BTN3A3	77	0	0
BTNL10	29	0	0
BTNL2	69	0	0
BTNL3	58	0	0
BTNL8	84	0	0
BTNL9	108	0	0
BTRC	64	0	0
BUB1	86	0	0
BUB1B	105	0	0
BUB1B-PAK6	93	0	0
BUB3	29	0	0
BUD13	84	0	0
BUD23	58	0	0
BUD31	16	0	0
BVES	38	0	0
BVES-AS1	30	0	0
BYSL	39	0	0
BZW1	63	0	0
BZW2	58	0	0
C10orf105	75	0	0
C10orf113	21	0	0
C10orf120	27	0	0
C10orf53	34	0	0
C10orf55	46	0	0
C10orf62	21	0	0
C10orf67	64	0	0
C10orf71	124	0	0
C10orf82	28	0	0
C10orf88	32	0	0
C10orf90	84	0	0
C10orf95	6	0	0
C10orf99	28	0	0
C11orf1	21	0	0
C11orf16	61	0	0
C11orf21	35	0	0
C11orf24	44	0	0
C11orf40	59	0	0
C11orf42	27	0	0
C11orf45	24	0	0
C11orf49	66	0	0
C11orf52	9	0	0
C11orf53	31	0	0
C11orf54	34	0	0
C11orf58	20	0	0
C11orf65	104	0	0
C11orf68	15	0	0
C11orf71	15	0	0
C11orf80	63	0	0
C11orf86	19	0	0
C11orf87	27	0	0
C11orf88	30	0	0
C11orf94	31	0	0
C11orf95	32	0	0
C11orf96	15	0	0
C11orf98	19	0	0
C12orf10	42	0	0
C12orf29	37	0	0
C12orf4	46	0	0
C12orf40	79	0	0
C12orf42	43	0	0
C12orf43	42	0	0
C12orf45	28	0	0
C12orf49	31	0	0
C12orf50	58	0	0
C12orf54	30	0	0
C12orf56	63	0	0
C12orf57	47	0	0
C12orf60	23	0	0
C12orf65	18	0	0
C12orf66	25	0	0
C12orf71	30	0	0
C12orf73	10	0	0
C12orf75	15	0	0
C12orf76	17	0	0
C12orf77	35	1	1
C14orf119	52	0	0
C14orf177	19	0	0
C14orf178	10	0	0
C14orf180	61	0	0
C14orf28	10	0	0
C14orf39	79	0	0
C14orf93	44	0	0
C15orf32	22	0	0
C15orf39	75	0	0
C15orf40	47	0	0
C15orf41	49	0	0
C15orf48	16	0	0
C15orf54	67	0	0
C15orf56	16	0	0
C15orf61	13	0	0
C15orf62	40	0	0
C15orf65	6	0	0
C16orf46	43	0	0
C16orf54	14	0	0
C16orf58	73	0	0
C16orf70	57	0	0
C16orf71	88	0	0
C16orf72	39	0	0
C16orf74	42	0	0
C16orf78	31	0	0
C16orf82	80	0	0
C16orf86	23	0	0
C16orf87	14	0	0
C16orf89	78	0	0
C16orf90	35	0	0
C16orf91	46	0	0
C16orf92	17	0	0
C16orf96	174	0	0
C17orf100	26	2	3
C17orf102	21	0	0
C17orf107	67	0	0
C17orf49	12	0	0
C17orf50	36	0	0
C17orf58	20	0	0
C17orf64	43	0	0
C17orf67	21	0	0
C17orf75	28	0	0
C17orf77	64	0	0
C17orf78	35	0	0
C17orf80	91	1	0
C17orf97	69	0	0
C17orf98	26	0	0
C17orf99	47	0	0
C18orf21	23	0	0
C18orf25	26	1	1
C18orf32	16	0	0
C18orf54	43	0	0
C19orf12	25	0	0
C19orf18	36	0	0
C19orf25	21	0	0
C19orf33	12	0	0
C19orf38	52	0	0
C19orf44	82	0	0
C19orf47	42	0	0
C19orf48	37	0	0
C19orf53	33	0	0
C19orf54	62	0	0
C19orf57	68	0	0
C19orf71	82	0	0
C19orf73	21	0	0
C1D	37	0	0
C1GALT1	19	0	0
C1GALT1C1L	25	0	0
C1QA	16	0	0
C1QB	23	0	0
C1QBP	38	0	0
C1QC	27	0	0
C1QL1	12	0	0
C1QL2	23	0	0
C1QL3	15	0	0
C1QL4	18	0	0
C1QTNF1	25	0	0
C1QTNF1-AS1	21	0	0
C1QTNF12	69	0	0
C1QTNF2	26	0	0
C1QTNF3	12	0	0
C1QTNF3-AMACR	44	0	0
C1QTNF4	17	0	0
C1QTNF5	80	0	0
C1QTNF6	44	0	0
C1QTNF7	22	0	0
C1QTNF8	35	0	0
C1QTNF9	52	0	0
C1QTNF9B	46	0	0
C1R	59	0	0
C1RL	47	0	0
C1RL-AS1	9	0	0
C1S	61	0	0
C1orf100	27	0	0
C1orf105	64	0	0
C1orf109	21	0	0
C1orf112	105	0	0
C1orf115	18	0	0
C1orf116	58	0	0
C1orf122	6	0	0
C1orf127	91	0	0
C1orf131	32	0	0
C1orf141	59	0	0
C1orf146	27	0	0
C1orf158	34	0	0
C1orf159	116	0	0
C1orf162	21	1	0
C1orf167	107	0	0
C1orf174	55	0	0
C1orf185	15	0	0
C1orf189	20	0	0
C1orf194	37	0	0
C1orf195	17	0	0
C1orf198	42	0	1
C1orf21	26	0	0
C1orf210	14	0	0
C1orf216	19	0	0
C1orf220	22	0	0
C1orf226	19	0	0
C1orf229	13	0	0
C1orf35	43	0	0
C1orf43	36	0	0
C1orf50	33	0	0
C1orf52	26	0	0
C1orf53	24	0	0
C1orf54	18	0	0
C1orf56	24	0	0
C1orf61	36	0	0
C1orf68	34	0	0
C1orf74	27	0	0
C1orf87	68	0	0
C1orf94	73	0	0
C2	58	0	0
C2-AS1	8	0	0
C20orf141	24	0	0
C20orf144	20	0	0
C20orf173	28	0	0
C20orf194	167	0	0
C20orf197	24	0	0
C20orf202	13	0	0
C20orf203	14	0	0
C20orf204	34	0	0
C20orf27	34	0	0
C20orf85	31	0	0
C20orf96	81	0	0
C21orf58	82	0	0
C21orf62	28	0	0
C21orf62-AS1	17	0	0
C21orf91	24	0	0
C22orf15	37	0	0
C22orf23	29	0	0
C22orf24	10	0	0
C22orf31	37	0	0
C22orf34	80	0	0
C22orf39	20	0	0
C22orf42	90	0	0
C22orf46	96	0	0
C2CD2	133	0	0
C2CD2L	73	0	0
C2CD3	186	0	0
C2CD4A	73	0	0
C2CD4B	16	0	0
C2CD4C	44	0	0
C2CD4D	15	0	0
C2CD5	112	0	0
C2CD6	86	0	0
C2orf15	9	0	0
C2orf16	116	0	0
C2orf27A	2	0	0
C2orf27B	6	0	0
C2orf42	36	0	0
C2orf49	32	0	0
C2orf50	28	0	0
C2orf66	12	0	0
C2orf68	27	0	0
C2orf69	24	0	0
C2orf72	11	0	0
C2orf73	45	0	0
C2orf74	35	0	0
C2orf76	30	0	0
C2orf78	33	0	0
C2orf80	57	0	0
C2orf81	47	0	0
C2orf83	20	0	0
C2orf88	78	0	0
C2orf91	27	0	0
C3	269	0	0
C3AR1	26	0	0
C3P1	79	0	0
C3orf14	23	0	0
C3orf18	24	0	1
C3orf20	142	0	0
C3orf22	25	0	0
C3orf33	22	0	0
C3orf35	37	0	0
C3orf38	26	0	0
C3orf49	26	0	0
C3orf52	46	0	0
C3orf62	20	0	0
C3orf67	36	0	0
C3orf67-AS1	35	0	0
C3orf70	21	0	0
C3orf84	15	0	0
C4A	51	0	0
C4B	97	0	0
C4BPA	68	0	1
C4BPB	35	0	0
C4orf17	44	0	0
C4orf19	30	0	0
C4orf3	11	0	0
C4orf33	32	0	0
C4orf36	22	0	0
C4orf45	38	0	0
C4orf46	16	0	0
C4orf47	51	0	0
C4orf48	20	0	0
C4orf51	37	0	0
C5	200	0	0
C5AR1	30	0	0
C5AR2	33	0	0
C5orf15	20	0	0
C5orf22	45	0	0
C5orf24	69	0	0
C5orf34	66	0	0
C5orf38	26	0	0
C5orf46	15	0	0
C5orf47	26	0	0
C5orf49	28	0	0
C5orf51	25	0	0
C5orf52	24	0	0
C5orf58	9	0	0
C5orf60	69	0	0
C5orf64	11	0	0
C5orf66	13	0	0
C5orf67	31	0	0
C6	111	0	0
C6orf118	78	0	0
C6orf120	81	0	0
C6orf132	33	0	0
C6orf136	54	0	0
C6orf141	38	0	0
C6orf15	46	0	0
C6orf163	11	0	0
C6orf201	45	0	0
C6orf223	26	0	0
C6orf226	13	0	0
C6orf47	34	0	0
C6orf52	44	0	0
C6orf58	35	0	0
C6orf62	35	0	0
C6orf89	47	0	0
C6orf99	19	0	0
C7	127	0	0
C7orf25	17	0	0
C7orf26	76	0	0
C7orf31	75	0	0
C7orf33	80	0	0
C7orf50	60	0	0
C7orf57	57	0	0
C7orf61	27	0	0
C7orf65	18	0	0
C7orf66	14	0	0
C7orf69	43	0	0
C8A	92	0	0
C8B	101	0	0
C8G	47	0	0
C8orf31	19	0	0
C8orf33	41	0	0
C8orf34	57	0	0
C8orf37	30	0	0
C8orf37-AS1	10	0	0
C8orf44	17	0	0
C8orf48	41	0	0
C8orf58	45	0	0
C8orf74	59	0	0
C8orf76	27	0	0
C8orf82	20	0	0
C8orf86	28	0	0
C9	80	0	0
C9orf106	21	0	0
C9orf116	29	0	0
C9orf129	38	0	0
C9orf131	55	0	0
C9orf135	50	0	0
C9orf139	40	0	0
C9orf147	22	0	0
C9orf152	28	0	0
C9orf153	13	0	0
C9orf16	14	0	0
C9orf163	29	0	0
C9orf24	38	0	0
C9orf40	7	0	0
C9orf43	52	0	0
C9orf50	58	0	0
C9orf57	14	0	0
C9orf62	24	0	0
C9orf64	47	0	0
C9orf72	55	1	0
C9orf78	53	0	0
C9orf85	29	0	0
C9orf92	26	0	0
CA1	37	0	0
CA10	56	0	0
CA11	9	0	0
CA12	62	0	0
CA13	38	0	0
CA14	47	2	2
CA2	30	0	0
CA3	19	0	0
CA3-AS1	18	0	0
CA4	62	0	0
CA5A	74	0	0
CA6	73	0	0
CA7	27	0	0
CA8	55	0	0
CA9	60	0	0
CAAP1	34	0	0
CAB39	33	0	0
CAB39L	33	0	0
CABIN1	227	4	2
CABLES1	70	0	0
CABLES2	62	0	0
CABP1	26	0	0
CABP2	50	0	0
CABP4	50	0	0
CABP5	57	0	0
CABP7	53	0	0
CABS1	27	0	0
CABYR	50	0	0
CACFD1	49	0	0
CACHD1	153	0	0
CACNA1A	339	0	0
CACNA1B	317	1	4
CACNA1C	289	0	0
CACNA1C-AS1	44	0	0
CACNA1C-AS2	6	0	0
CACNA1D	248	0	0
CACNA1E	262	0	0
CACNA1G	250	0	0
CACNA1G-AS1	1	0	0
CACNA1H	661	0	0
CACNA1I	248	0	0
CACNA1S	352	0	0
CACNA2D1	180	0	0
CACNA2D2	156	0	0
CACNA2D3	168	0	0
CACNA2D3-AS1	38	0	0
CACNA2D4	310	0	0
CACNB1	88	0	0
CACNB2	148	0	0
CACNB3	67	0	0
CACNB4	77	0	0
CACNG1	37	0	0
CACNG2	25	0	0
CACNG3	29	0	0
CACNG4	56	0	0
CACNG5	47	0	0
CACNG6	38	0	0
CACNG7	29	0	0
CACNG8	38	0	0
CACTIN	75	0	0
CACTIN-AS1	22	0	0
CACUL1	37	0	0
CACYBP	41	0	0
CAD	253	0	0
CADM1	57	0	0
CADM2	45	0	0
CADM2-AS2	1	0	0
CADM3	43	0	0
CADM3-AS1	18	0	0
CADM4	41	0	0
CADPS	164	0	0
CADPS2	138	0	0
CAGE1	87	0	0
CALB1	22	0	0
CALB2	67	0	0
CALCA	28	0	0
CALCB	18	0	0
CALCOCO1	90	0	0
CALCOCO2	45	0	0
CALCR	74	0	0
CALCRL	40	0	0
CALD1	74	0	0
CALHM1	42	0	0
CALHM2	32	0	0
CALHM3	31	0	0
CALM1	27	0	0
CALM2	35	0	0
CALM3	35	0	0
CALML3	23	0	0
CALML3-AS1	34	0	0
CALML4	28	0	0
CALML5	15	0	0
CALML6	49	0	0
CALN1	48	0	0
CALR	64	0	0
CALR3	75	0	0
CALU	24	0	0
CALY	28	0	0
CAMK1	44	0	0
CAMK1D	76	0	1
CAMK1G	67	0	0
CAMK2A	91	0	0
CAMK2B	124	1	0
CAMK2D	68	0	0
CAMK2G	88	0	0
CAMK2N1	1	0	0
CAMK2N2	9	0	0
CAMK4	67	0	0
CAMKK1	111	0	0
CAMKK2	106	0	0
CAMKMT	53	0	0
CAMKV	45	0	0
CAMLG	20	0	0
CAMP	25	0	0
CAMSAP1	174	0	0
CAMSAP2	112	0	0
CAMSAP3	119	0	0
CAMTA1	173	0	0
CAMTA2	134	0	0
CAND1	75	0	0
CAND2	184	0	0
CANT1	37	0	0
CANX	81	0	0
CAP1	64	0	0
CAP2	54	0	0
CAPG	49	0	0
CAPN1	105	0	0
CAPN10	119	0	0
CAPN11	137	0	0
CAPN12	189	0	0
CAPN13	137	0	0
CAPN14	170	0	0
CAPN15	236	0	0
CAPN2	151	0	0
CAPN3	179	0	0
CAPN5	122	0	0
CAPN7	103	0	0
CAPN8	148	3	3
CAPN9	151	0	0
CAPNS1	50	0	0
CAPNS2	18	0	0
CAPRIN1	82	0	0
CAPRIN2	99	0	0
CAPS	36	0	0
CAPS2	111	0	0
CAPSL	32	0	0
CAPZA1	50	0	0
CAPZA2	34	0	0
CAPZA3	18	0	0
CAPZB	68	0	0
CARD10	165	0	1
CARD11	247	0	0
CARD14	214	0	0
CARD16	34	0	0
CARD17	29	0	0
CARD18	5	0	0
CARD19	35	0	0
CARD6	53	0	0
CARD8	63	0	0
CARD9	116	0	0
CARF	73	0	0
CARHSP1	55	0	0
CARM1	94	0	0
CARMIL1	214	0	0
CARMIL2	190	0	0
CARMIL3	196	0	0
CARMN	14	0	0
CARNMT1	21	0	0
CARNS1	61	0	0
CARS2	117	0	0
CARTPT	19	0	0
CASC1	68	0	0
CASC3	62	0	0
CASC4	43	0	0
CASC8	24	0	0
CASD1	79	0	0
CASKIN1	170	0	0
CASKIN2	166	0	0
CASP1	57	0	0
CASP10	77	0	0
CASP12	54	0	0
CASP14	44	0	0
CASP2	61	0	0
CASP3	32	0	0
CASP4	37	0	0
CASP5	78	0	0
CASP6	44	0	0
CASP7	64	0	0
CASP8	46	0	0
CASP8AP2	97	0	0
CASP9	61	0	0
CASQ1	64	0	0
CASQ2	74	0	1
CASR	54	0	0
CASS4	80	0	0
CAST	157	0	0
CASTOR1	43	0	0
CASTOR2	0	41	1
CASZ1	179	0	0
CAT	65	0	0
CATIP	37	0	0
CATIP-AS1	7	0	0
CATIP-AS2	48	0	0
CATSPER1	92	0	0
CATSPER2	39	0	0
CATSPER3	47	0	0
CATSPER4	95	0	0
CATSPERB	135	0	0
CATSPERD	138	0	0
CATSPERE	119	0	0
CATSPERG	166	0	0
CATSPERZ	13	0	0
CAV1	39	0	0
CAV2	25	0	0
CAV3	32	0	0
CAVIN1	22	0	0
CAVIN2	22	0	0
CAVIN3	39	0	0
CAVIN4	30	0	0
CBARP	81	0	0
CBFA2T2	79	0	0
CBFA2T3	164	0	0
CBFB	27	0	0
CBL	92	0	0
CBLB	129	0	0
CBLC	76	0	0
CBLL1	31	0	0
CBLN1	8	0	0
CBLN2	22	0	0
CBLN3	21	0	0
CBLN4	15	0	0
CBR1	17	0	0
CBR3	20	0	0
CBR3-AS1	13	0	0
CBR4	32	0	0
CBS	4	0	139
CBSL	4	0	136
CBWD1	53	2	0
CBWD2	31	0	1
CBWD3	17	8	5
CBWD5	7	73	50
CBWD6	0	18	20
CBX1	26	0	0
CBX2	72	0	0
